Source,Company,Job ID,Title,Location,URL,Score,First Seen,Last Seen
smartrecruiters,Lawrence Livermore National Laboratory,3743990010835486,Senior Product Realization Team (PRT) Leader - Active Security Clearance Required,"Livermore, us",https://api.smartrecruiters.com/v1/companies/LLNL/postings/3743990010835486,0,2025-12-23T11:15:35+00:00,2025-12-23T11:15:35+00:00
smartrecruiters,Lawrence Livermore National Laboratory,3743990010834976,ES&H Academic Graduate Appointee ,"Livermore, us",https://api.smartrecruiters.com/v1/companies/LLNL/postings/3743990010834976,0,2025-12-23T11:15:35+00:00,2025-12-23T11:15:35+00:00
smartrecruiters,Lawrence Livermore National Laboratory,3743990010833526,Boiler & Pressure Systems Mechanic II ,"Livermore, us",https://api.smartrecruiters.com/v1/companies/LLNL/postings/3743990010833526,0,2025-12-23T11:15:35+00:00,2025-12-23T11:15:35+00:00
greenhouse,Flagship Pioneering,8350397002,"Pioneering Medicines: Senior Director, R&D Program Management","Cambridge, MA USA",https://boards.greenhouse.io/flagshippioneeringinc/jobs/8350397002?gh_jid=8350397002,0,2025-12-23T11:14:14+00:00,2025-12-23T11:14:14+00:00
greenhouse,Lila,4087979009,Technical Program Manager,"Cambridge, MA USA",https://job-boards.greenhouse.io/lilasciences/jobs/4087979009,0,2025-12-23T11:14:12+00:00,2025-12-23T11:14:12+00:00
workday,Labcorp,/job/Plantation-FL/PST-Specialist_2539850,PST Specialist,Plantation FL,https://labcorp.wd1.myworkdayjobs.com/job/Plantation-FL/PST-Specialist_2539850,0,2025-12-20T02:43:16+00:00,2025-12-20T02:43:16+00:00
workday,Sanofi,None,,,,0,2025-12-20T02:42:51+00:00,2025-12-20T02:42:51+00:00
workday,Sanofi,/job/Framingham-MA/Global-CMC-Automation-and-Robotics-Leader_R2825792-1,Global CMC Automation and Robotics Leader,3 Locations,https://sanofi.wd3.myworkdayjobs.com/job/Framingham-MA/Global-CMC-Automation-and-Robotics-Leader_R2825792-1,0,2025-12-20T02:42:51+00:00,2025-12-20T02:42:51+00:00
workday,Sanofi,/job/Petaling-Jaya/Senior-Medical-sales-Representative---Dupixent--Immunology-_R2811719,Senior Medical sales Representative - Dupixent (Immunology),Petaling Jaya,https://sanofi.wd3.myworkdayjobs.com/job/Petaling-Jaya/Senior-Medical-sales-Representative---Dupixent--Immunology-_R2811719,0,2025-12-20T02:42:51+00:00,2025-12-20T02:42:51+00:00
workday,Sanofi,/job/Northborough-MA/APU-Finance-Business-Partner-MnS_R2827868-1,APU Finance Business Partner MnS,2 Locations,https://sanofi.wd3.myworkdayjobs.com/job/Northborough-MA/APU-Finance-Business-Partner-MnS_R2827868-1,0,2025-12-20T02:42:51+00:00,2025-12-20T02:42:51+00:00
greenhouse,Maze Therapeutics,8350447002,"Associate Director, Regulatory Affairs ","South San Francisco, CA",http://www.mazetx.com/careers/?gh_jid=8350447002,-1,2025-12-23T11:14:16+00:00,2025-12-23T11:14:16+00:00
greenhouse,Maze Therapeutics,8350436002,"Senior Manager, Regulatory Affairs ","South San Francisco, CA",http://www.mazetx.com/careers/?gh_jid=8350436002,-1,2025-12-23T11:14:16+00:00,2025-12-23T11:14:16+00:00
workday,Sanofi,/job/Milano/Regional-Public-Affairs-Manager---Lombardia_R2824663-1,Regional Public Affairs Manager - Lombardia,Milano,https://sanofi.wd3.myworkdayjobs.com/job/Milano/Regional-Public-Affairs-Manager---Lombardia_R2824663-1,-5,2025-12-20T02:42:51+00:00,2025-12-20T02:42:51+00:00
workday,Sanofi,/job/Montpellier/Sciences-Analytiques---Expert-en-Dissolution--Principal-scientist_R2801522-1,Sciences Analytiques – Expert en Dissolution/ Principal scientist,Montpellier,https://sanofi.wd3.myworkdayjobs.com/job/Montpellier/Sciences-Analytiques---Expert-en-Dissolution--Principal-scientist_R2801522-1,-5,2025-12-20T02:42:51+00:00,2025-12-20T02:42:51+00:00
greenhouse,Maze Therapeutics,8350462002,"Senior Clinical Trial Manager, CKD","South San Francisco, CA",http://www.mazetx.com/careers/?gh_jid=8350462002,-6,2025-12-23T11:14:16+00:00,2025-12-23T11:14:16+00:00
avature,Broad Institute,https://broadinstitute.avature.net/en_US/careers/JobDetail/Director-Operations-KCO-Regev-and-Xavier-Lab/21180,"Director, Operations - KCO, Regev and Xavier Lab",,https://broadinstitute.avature.net/en_US/careers/JobDetail/Director-Operations-KCO-Regev-and-Xavier-Lab/21180,-10,2025-12-23T11:16:14+00:00,2025-12-23T11:16:14+00:00
smartrecruiters,Lawrence Livermore National Laboratory,3743990010829377,Reaction Kinetics - Postdoctoral Researcher,"Livermore, us",https://api.smartrecruiters.com/v1/companies/LLNL/postings/3743990010829377,-10,2025-12-23T11:15:35+00:00,2025-12-23T11:15:35+00:00
lever,Delfi Diagnostics,20262c90-8ad4-4a31-a538-a3934c43f772,Sr Staff/ Principal Program Manager  - IVD Development,"Palo Alto, CA",https://jobs.lever.co/delfidiagnostics/20262c90-8ad4-4a31-a538-a3934c43f772,-26,2025-12-23T11:15:35+00:00,2025-12-23T11:15:35+00:00
